nome,email,cucina,zona,telefono,sito,link_demo,piatti
"Soul Burger","feedback@soulburger.com.au","Burger Joint","Glebe","(02) 7226 5180","http://www.soulburger.com.au","https://gustobolsa-chat.pages.dev/?restaurant=soul-burger&table=1","27"
"South Coffee & Food","southcoffeefood@optusnet.com.au","Coffee Shop","Centro citta' (CBD)","(02) 9290 3904","http://www.southcoffeefood.com.au","https://gustobolsa-chat.pages.dev/?restaurant=south-coffee-food&table=1","8"
"South Dowling Sandwiches","darlo@southdowling.com.au","","Darling Harbour e Barangaroo","+61 2 9241 1941","https://www.southdowling.com.au/","https://gustobolsa-chat.pages.dev/?restaurant=south-dowling-sandwiches&table=1","34"
"Southside Charmers","southside.charmers@gmail.com","Café","Surry Hills e Darlinghurst","0466 413 203","https://southsidecharmers.wixsite.com/redfern","https://gustobolsa-chat.pages.dev/?restaurant=southside-charmers&table=1","17"
"Spice I Am","info@spiceiam.com","thai","Surry Hills e Darlinghurst","+61 2 9280 0928","https://www.spiceiam.com/","https://gustobolsa-chat.pages.dev/?restaurant=spice-i-am&table=1","93"
"Spice Temple Sydney","reservations@hunter-street.com.au","Chinese Restaurant","Centro citta' (CBD)","(02) 8078 1888","http://www.spicetemple.com.au","https://gustobolsa-chat.pages.dev/?restaurant=spice-temple-sydney&table=1","43"
"Stanley's","nils@stanleys.sydney","Bar","Surry Hills e Darlinghurst","0434 219 599","https://www.stanleys.sydney","https://gustobolsa-chat.pages.dev/?restaurant=stanley-s&table=1","21"
"Starbucks","info@starbucks.com","coffee_shop","Circular Quay e The Rocks","","https://www.starbucks.com.au/store/starbucks-the-rocks/","https://gustobolsa-chat.pages.dev/?restaurant=starbucks&table=1","41"
"STEKI Taverna","steki.enmore@gmail.com","greek","Newtown","+61 401 216 757","https://www.stekitaverna.com/","https://gustobolsa-chat.pages.dev/?restaurant=steki-taverna&table=1","34"
"Suburgia","info@suburgia.com.au","Burger Joint","Surry Hills e Darlinghurst","0466 684 108","http://www.suburgia.com.au","https://gustobolsa-chat.pages.dev/?restaurant=suburgia&table=1","37"
"Suminoya Japanese Restaurant","info@suminoya.com.au","japanese","Centro citta' (CBD)","+61 2 9231 2177","https://www.suminoya.com.au/","https://gustobolsa-chat.pages.dev/?restaurant=suminoya-japanese-restaurant&table=1","12"
"Sunset Sabi","goodtimes@sunsetsabi.com","Japanese Restaurant","Manly","(02) 9977 7461","http://www.sunsetsabi.com","https://gustobolsa-chat.pages.dev/?restaurant=sunset-sabi&table=1","30"
"Surly's American Tavern","info@surlys.com.au","","Surry Hills e Darlinghurst","","https://www.surlys.com.au/","https://gustobolsa-chat.pages.dev/?restaurant=surly-s-american-tavern&table=1","109"
"Surry Hills Hotel","surryhills@surfsidehotels.com","Pub","Surry Hills e Darlinghurst","(02) 9211 6888","https://www.surryhillshotel.com.au","https://gustobolsa-chat.pages.dev/?restaurant=surry-hills-hotel&table=1","63"
"Sushi Hon","westfieldsydney@sushihon.com.au","Sushi Restaurant","Glebe","(02) 9211 5055","http://sushihon.com.au","https://gustobolsa-chat.pages.dev/?restaurant=sushi-hon&table=1","41"
"Sushia Izakaya and Bar","20bond@sushia.com.au","Japanese Restaurant","Centro citta' (CBD)","(02) 9247 9911","http://www.sushia.com.au","https://gustobolsa-chat.pages.dev/?restaurant=sushia-izakaya-and-bar&table=1","44"
"Sweethearts Rooftop","info@sweetheartsbbq.com.au","Bar","Potts Point e Kings Cross","(02) 9368 7333","http://sweetheartsrooftop.com.au","https://gustobolsa-chat.pages.dev/?restaurant=sweethearts-rooftop&table=1","23"
"Tan Viet Noodle House","info@tanviet.com.au","Vietnamese Restaurant","Haymarket e Chinatown","(02) 9169 8806","https://tanviet.com.au","https://gustobolsa-chat.pages.dev/?restaurant=tan-viet-noodle-house&table=1","25"
"Tapavino","manager@tapavino.com.au","Tapas Restaurant","Circular Quay e The Rocks","(02) 9247 3221","http://www.tapavino.com.au","https://gustobolsa-chat.pages.dev/?restaurant=tapavino&table=1","10"
"Taste of Turkey","info@tasteofturkey.com.au","Turkish Restaurant","Newtown","(02) 9565 5000","http://www.tasteofturkey.com.au","https://gustobolsa-chat.pages.dev/?restaurant=taste-of-turkey&table=1","57"
"Thai Power","admin@localforyou.com","thai","Potts Point e Kings Cross","","https://www.thaipowerpottspoint.com.au/","https://gustobolsa-chat.pages.dev/?restaurant=thai-power&table=1","83"
"The Apollo","enquiries@theapollo.com.au","greek","Potts Point e Kings Cross","+61 2 8354 0888","https://www.theapollo.com.au/","https://gustobolsa-chat.pages.dev/?restaurant=the-apollo&table=1","47"
"The Balkan Butler","allo@balkanbutler.com","Eastern European Restaurant","Surry Hills e Darlinghurst","(02) 8084 1514","https://www.balkanbutler.com","https://gustobolsa-chat.pages.dev/?restaurant=the-balkan-butler&table=1","28"
"The Barber Shop","hello@thisisthebarbershop.com","Speakeasy","Centro citta' (CBD)","(02) 9299 9699","http://thisisthebarbershop.com","https://gustobolsa-chat.pages.dev/?restaurant=the-barber-shop&table=1","23"
"The Beekeeper Bondi","info@thebeekeeperbondi.com","Pub","Bondi Beach","(02) 8395 0850","https://www.thebeekeeperbondi.com","https://gustobolsa-chat.pages.dev/?restaurant=the-beekeeper-bondi&table=1","93"
"The Bower Manly","bookings.thebowermanly@gmail.com","coffee_shop, burger, breakfast","Manly","+61 451 343 339","https://www.thebowermanly.com.au/","https://gustobolsa-chat.pages.dev/?restaurant=the-bower-manly&table=1","72"
"The Bowls","thebowlsandco@gmail.com","japanese","Potts Point e Kings Cross","","https://www.thebowlseatery.com","https://gustobolsa-chat.pages.dev/?restaurant=the-bowls&table=1","47"
"The Butler","book@butlersydney.com.au","contemporary","Potts Point e Kings Cross","+61 2 8376 1870","https://butlersydney.com.au/","https://gustobolsa-chat.pages.dev/?restaurant=the-butler&table=1","9"
"The Century Bar","manager@thecenturybar.com.au","Bar","Haymarket e Chinatown","(02) 7901 8555","http://www.thecenturybar.com.au","https://gustobolsa-chat.pages.dev/?restaurant=the-century-bar&table=1","29"
"The Colonial British Indian Cuisine Darlinghurst","heena@eatapp.net.au","Indian Restaurant","Surry Hills e Darlinghurst","(02) 9332 1336","https://www.thecolonialrestaurant.com.au/darlinghurst","https://gustobolsa-chat.pages.dev/?restaurant=the-colonial-british-indian-cuisine-darl&table=1","56"
"The Corner House","bookings@thecornerhouse.com.au","Italian Restaurant","Bondi Beach","(02) 9365 2696","http://www.thecornerhouse.com.au","https://gustobolsa-chat.pages.dev/?restaurant=the-corner-house&table=1","78"
"The Cumberland","bookings@cumberlandmanly.com.au","Bar","Manly","(02) 9058 2877","https://www.cumberlandmanly.com.au","https://gustobolsa-chat.pages.dev/?restaurant=the-cumberland&table=1","34"
"The Cut Bar & Grill","reservations@hunter-street.com.au","Steakhouse","Circular Quay e The Rocks","(02) 9259 5695","http://www.cutbarandgrill.com/","https://gustobolsa-chat.pages.dev/?restaurant=the-cut-bar-grill&table=1","16"
"The Dolphin Hotel","info@dolphinhotel.com.au","","Surry Hills e Darlinghurst","","https://dolphinhotel.com.au/","https://gustobolsa-chat.pages.dev/?restaurant=the-dolphin-hotel&table=1","45"
"The Doss House","info@thedosshouse.com.au","Speakeasy","Circular Quay e The Rocks","0450 196 477","http://www.thedosshouse.com.au","https://gustobolsa-chat.pages.dev/?restaurant=the-doss-house&table=1","72"
"The Drunk Dumpling","noah.lu@yahoo.com.au","Dumpling Restaurant","Newtown","0410 092 218","http://www.thedrunkdumpling.com.au","https://gustobolsa-chat.pages.dev/?restaurant=the-drunk-dumpling&table=1","78"
"The Duke of Clarence","contact@thedukeofclarence.com","british","Centro citta' (CBD)","+61 2 8999 3850","https://thedukeofclarence.com/","https://gustobolsa-chat.pages.dev/?restaurant=the-duke-of-clarence&table=1","34"
"The Dunkirk","info@thedunkirk.com.au","","Pyrmont","+61 2 9660 1038","https://www.thedunkirk.com.au/","https://gustobolsa-chat.pages.dev/?restaurant=the-dunkirk&table=1","15"
"The Espy","events@theboathousegroup.com.au","","Manly","","https://www.manly-pavilion.com.au/the-espy","https://gustobolsa-chat.pages.dev/?restaurant=the-espy&table=1","25"
"The Fenwick","reservations@thefenwick.com.au","Australian Restaurant","Darling Harbour e Barangaroo","(02) 9159 4700","https://www.thefenwick.com.au","https://gustobolsa-chat.pages.dev/?restaurant=the-fenwick&table=1","28"
"The Fine Food Store","hey@finefoodstore.com","","Circular Quay e The Rocks","","https://www.finefoodstore.com","https://gustobolsa-chat.pages.dev/?restaurant=the-fine-food-store&table=1","9"
"The Flynn","info@theflynn.com.au","Bar","Centro citta' (CBD)","(02) 9223 0037","http://www.theflynn.com.au","https://gustobolsa-chat.pages.dev/?restaurant=the-flynn&table=1","75"
"The Forresters","book@forresters.com.au","Pub","Surry Hills e Darlinghurst","(02) 9211 2095","http://www.forresters.com.au","https://gustobolsa-chat.pages.dev/?restaurant=the-forresters&table=1","8"
"The Gallery","dining.sydney@sheraton.com","Tea Room","Centro citta' (CBD)","(02) 9286 6000","https://www.galleryonthepark.com.au","https://gustobolsa-chat.pages.dev/?restaurant=the-gallery&table=1","14"
"The Glenmore","info@theglenmore.com.au","","Circular Quay e The Rocks","","https://theglenmore.com.au","https://gustobolsa-chat.pages.dev/?restaurant=the-glenmore&table=1","67"
"The Golden Barley Hotel","goldenbarley@swistdsl.com.au","","Newtown","+61 2 9565 1166","https://www.goldenbarleyhotel.com.au/","https://gustobolsa-chat.pages.dev/?restaurant=the-golden-barley-hotel&table=1","94"
"The Grand Pavilion","contact@tgpeb.com.au","Indian Restaurant","Centro citta' (CBD)","(02) 9241 4615","https://thegrandpavilion.com.au","https://gustobolsa-chat.pages.dev/?restaurant=the-grand-pavilion&table=1","95"
"The Herring Room","info@theherringroom.com.au","Seafood Restaurant","Manly","(02) 9977 2572","http://www.theherringroom.com.au","https://gustobolsa-chat.pages.dev/?restaurant=the-herring-room&table=1","20"
"The Hive Bar","manager@thehivebar.com.au","","Newtown","+61 2 9519 9911","http://www.thehivebar.com.au/","https://gustobolsa-chat.pages.dev/?restaurant=the-hive-bar&table=1","13"
"The Hold","events@sagagroup.com.au","Bar","Manly","(02) 9977 2009","http://thehold.com.au","https://gustobolsa-chat.pages.dev/?restaurant=the-hold&table=1","9"
"The Italian Bowl","theitalianbowl@optusnet.com.au","Italian Restaurant","Newtown","(02) 9516 0857","https://theitalianbowl.com.au","https://gustobolsa-chat.pages.dev/?restaurant=the-italian-bowl&table=1","68"
"The Little Snail","restaurant@thelittlesnail.com.au","french","Darling Harbour e Barangaroo","+61 2 9212 7512","https://thelittlesnail.com.au","https://gustobolsa-chat.pages.dev/?restaurant=the-little-snail&table=1","26"
"The Lookout","hello@lookoutcafe.com.au","Café","Potts Point e Kings Cross","0415 945 651","http://lookoutcafe.com.au","https://gustobolsa-chat.pages.dev/?restaurant=the-lookout&table=1","29"
"The Malaya","samala@themalaya.com.au","Malay Restaurant","Centro citta' (CBD)","(02) 9279 1170","http://www.themalaya.com.au","https://gustobolsa-chat.pages.dev/?restaurant=the-malaya&table=1","48"
"The Navy Bear","info@birdandbear.com.au","breakfast","Double Bay e Darling Point","+61 478 320 408","https://www.birdandbear.com.au/navy-bear","https://gustobolsa-chat.pages.dev/?restaurant=the-navy-bear&table=1","35"
"The Nine","info@theninesydney.com.au","Café","Bondi Beach","0493 276 795","http://theninesydney.com.au","https://gustobolsa-chat.pages.dev/?restaurant=the-nine&table=1","33"
"The Ox","info@theox.com.au","Bar","Surry Hills e Darlinghurst","0415 613 596","http://theox.com.au","https://gustobolsa-chat.pages.dev/?restaurant=the-ox&table=1","54"
"The Rooftop Sydney","info@shelbournehotel.com.au","Wine Bar","Centro citta' (CBD)","(02) 9267 3100","http://therooftop.com.au","https://gustobolsa-chat.pages.dev/?restaurant=the-rooftop-sydney&table=1","37"
"The Roosevelt","bookings@theroosevelt.com.au","","Potts Point e Kings Cross","","https://www.theroosevelt.com.au/","https://gustobolsa-chat.pages.dev/?restaurant=the-roosevelt&table=1","21"
"The Rose Hotel","hello@therosehotel.com.au","","Glebe","+61 2 9318 1133","https://www.therosehotel.com.au/","https://gustobolsa-chat.pages.dev/?restaurant=the-rose-hotel&table=1","32"
"The Ship Inn","info@shipinn.au","Bar","Circular Quay e The Rocks","(02) 9241 2433","https://www.shipinn.com.au","https://gustobolsa-chat.pages.dev/?restaurant=the-ship-inn&table=1","29"
"The Soda Factory","hello@sodafactory.com.au","Cocktail Bar","Surry Hills e Darlinghurst","(02) 9064 5808","https://www.sodafactory.com.au","https://gustobolsa-chat.pages.dev/?restaurant=the-soda-factory&table=1","71"
"The Spice Room","info@thespiceroom.com.au","indian","Circular Quay e The Rocks","+61 2 9251 9990","https://thespiceroom.com.au/","https://gustobolsa-chat.pages.dev/?restaurant=the-spice-room&table=1","57"
"The Stinking Bishops","tbscheese@gmail.com","","Newtown","+61 2 9550 6116","https://www.thestinkingbishops.com/","https://gustobolsa-chat.pages.dev/?restaurant=the-stinking-bishops&table=1","24"
"The Sultan’s Table","reservations@thesultanstable.com.au","turkish","Newtown","+61 2 9557 0229","https://www.thesultanstable.com.au/","https://gustobolsa-chat.pages.dev/?restaurant=the-sultan-s-table&table=1","51"
"The Terminus","hello@terminuspyrmont.com","","Pyrmont","","https://www.terminuspyrmont.com/","https://gustobolsa-chat.pages.dev/?restaurant=the-terminus&table=1","38"
"The Ternary","events.novotelsydneydarlingharbour@accor.com","Australian Restaurant","Darling Harbour e Barangaroo","(02) 9934 0000","https://www.theternary.com.au","https://gustobolsa-chat.pages.dev/?restaurant=the-ternary&table=1","33"
"The Toxteth","functions@phmg.com.au","","Glebe","","https://www.toxtethhotel.com.au/","https://gustobolsa-chat.pages.dev/?restaurant=the-toxteth&table=1","89"
"The Wall Cafe","walltwo80@gmail.com","Café","Surry Hills e Darlinghurst","(02) 9280 1980","http://www.wallcoffee.com.au","https://gustobolsa-chat.pages.dev/?restaurant=the-wall-cafe&table=1","12"
"The Waratah","gday@thewaratahsydney.com","Cocktail Bar","Surry Hills e Darlinghurst","0431 465 048","https://www.thewaratahsydney.com","https://gustobolsa-chat.pages.dev/?restaurant=the-waratah&table=1","77"
"This Way Canteen","yo@thiswaycanteen.com","","Circular Quay e The Rocks","","https://www.thiswaycanteen.sydney/","https://gustobolsa-chat.pages.dev/?restaurant=this-way-canteen&table=1","19"
"Three Bottle Man","sydney.threebottleman@marriotthotels.com","Wine Bar","Circular Quay e The Rocks","(02) 9259 7279","https://www.threebottleman.com.au","https://gustobolsa-chat.pages.dev/?restaurant=three-bottle-man&table=1","33"
"Toca","info@tocasydney.com.au","Café","Centro citta' (CBD)","","https://tocasydney.com.au","https://gustobolsa-chat.pages.dev/?restaurant=toca&table=1","9"
"Tokyo Bird","info@tokyobird.com.au","Speakeasy","Surry Hills e Darlinghurst","(02) 8880 9971","http://www.tokyobird.com.au","https://gustobolsa-chat.pages.dev/?restaurant=tokyo-bird&table=1","36"
"Tommy's Beer Cafe","tommy@tommysbeercafe.com.au","Eastern European Restaurant","Glebe","(02) 9660 6870","http://www.tommysbeercafe.com.au","https://gustobolsa-chat.pages.dev/?restaurant=tommy-s-beer-cafe&table=1","84"
"Tommy's Darlinghurst","hello@tommysdarlinghurst.com.au","Mexican Restaurant","Surry Hills e Darlinghurst","0456 631 365","http://www.tommysdining.com.au","https://gustobolsa-chat.pages.dev/?restaurant=tommy-s-darlinghurst&table=1","115"
"Town Hall Hotel Newtown","towniegigs@gmail.com\","Pub","Newtown","(02) 9557 1206","https://townhallhotelnewtown.com","https://gustobolsa-chat.pages.dev/?restaurant=town-hall-hotel-newtown&table=1","74"
"Trinity Bar","info@trinitybar.com.au","","Surry Hills e Darlinghurst","","https://www.trinitybar.com.au/","https://gustobolsa-chat.pages.dev/?restaurant=trinity-bar&table=1","44"
"Tropicana Cafe","info@tropicanacaffe.com","","Surry Hills e Darlinghurst","","https://www.tropicanacaffe.com/","https://gustobolsa-chat.pages.dev/?restaurant=tropicana-cafe&table=1","150"
"Turkuaz Turkish Cuisine","turkuaz.enmore@gmail.com","turkish","Newtown","+61 450 669 500","https://turkuazkitchen.com.au/","https://gustobolsa-chat.pages.dev/?restaurant=turkuaz-turkish-cuisine&table=1","38"
"Twenty One","info@21espresso.com.au","","Double Bay e Darling Point","","https://21espresso.com.au/","https://gustobolsa-chat.pages.dev/?restaurant=twenty-one&table=1","89"
"Twin Pecks Cabaret","info@twinpecks.com.au","Restaurant","Potts Point e Kings Cross","0466 973 257","https://twinpecks.com.au","https://gustobolsa-chat.pages.dev/?restaurant=twin-pecks-cabaret&table=1","41"
"Twin Peeks","enquiries@twinpeeks.com.au","","Potts Point e Kings Cross","","https://www.twinpeeks.com.au/","https://gustobolsa-chat.pages.dev/?restaurant=twin-peeks&table=1","10"
"Two 88 Bar and Kitchen","two88bar@ihg.com","Italian Restaurant","Centro citta' (CBD)","(02) 9063 0100","http://www.two88bar.com.au","https://gustobolsa-chat.pages.dev/?restaurant=two-88-bar-and-kitchen&table=1","37"
"Uliveto Cafe","eat@uliveto.com.au","Café","Surry Hills e Darlinghurst","(02) 9357 7331","http://uliveto.com.au","https://gustobolsa-chat.pages.dev/?restaurant=uliveto-cafe&table=1","27"
"Uncanny","info@uncannynewtown.com","Cocktail Bar","Newtown","(02) 9199 9675","https://www.uncannynewtown.com","https://gustobolsa-chat.pages.dev/?restaurant=uncanny&table=1","18"
"Uncle Ming's Bar","info@unclemings.com.au","Bar","Centro citta' (CBD)","0438 202 272","http://www.unclemings.com.au","https://gustobolsa-chat.pages.dev/?restaurant=uncle-ming-s-bar&table=1","36"
"Vasco","surryhills@vascojoint.com","italian, italian_pizza","Surry Hills e Darlinghurst","+61 433 841 195","https://www.vascojoint.com/","https://gustobolsa-chat.pages.dev/?restaurant=vasco&table=1","19"
"Vegas Hotel","functions@vegashotel.com.au","Bar","Potts Point e Kings Cross","(02) 9357 3800","https://www.vegashotel.com.au","https://gustobolsa-chat.pages.dev/?restaurant=vegas-hotel&table=1","40"
"Via Napoli","info@vianapoli.com.au","Pizzeria","Surry Hills e Darlinghurst","(02) 9310 1300","https://vianapoli.com.au","https://gustobolsa-chat.pages.dev/?restaurant=via-napoli&table=1","54"
"Vietnamese Delicious Cafe and Rolls","thuy@vietnamesedeliciouscafeandrolls.com.au","Café","Centro citta' (CBD)","(02) 9525 4333","https://www.vietnamesedeliciouscafeandrolls.com.au","https://gustobolsa-chat.pages.dev/?restaurant=vietnamese-delicious-cafe-and-rolls&table=1","23"
"Vogue Cafe","reservations@voguecafe.au","","Centro citta' (CBD)","","https://www.voguecafe.au/","https://gustobolsa-chat.pages.dev/?restaurant=vogue-cafe&table=1","36"
"Vue Bar","info@donpedros.com.au","Diner","Bondi Beach","(02) 9130 5166","http://vuebar.com.au","https://gustobolsa-chat.pages.dev/?restaurant=vue-bar&table=1","30"
"Wahlburgers","guestcare@wahlburgers.com","Sports Bar","Circular Quay e The Rocks","(02) 9068 8412","https://wahlburgers.com","https://gustobolsa-chat.pages.dev/?restaurant=wahlburgers&table=1","47"
"Webster's Bar","info@webstersbar.com.au","Bar","Newtown","(02) 9519 1511","http://webstersbar.com.au","https://gustobolsa-chat.pages.dev/?restaurant=webster-s-bar&table=1","54"
"Westwood Pizza","hello@westwoodpizza.com.au","Pizzeria","Newtown","0466 181 266","https://www.westwoodpizza.com.au","https://gustobolsa-chat.pages.dev/?restaurant=westwood-pizza&table=1","15"
"Wh˙sky Th˙ef","events@p48.com.au","Cocktail Bar","Centro citta' (CBD)","(02) 8552 2888","https://www.p48.com.au/venues-whisky-thief","https://gustobolsa-chat.pages.dev/?restaurant=wh-sky-th-ef&table=1","10"
"White Rabbit","info@whiterabbitmarrickville.com","coffee_shop","Newtown","+61 2 9221 8012","https://www.whiterabbitsydney.com/marrickville/","https://gustobolsa-chat.pages.dev/?restaurant=white-rabbit&table=1","25"
"Wicked Angel Cafe","wickedangelcoffee@gmail.com","Food and Beverage Retail","Surry Hills e Darlinghurst","0400 389 320","https://www.wickedangelcafe.com.au","https://gustobolsa-chat.pages.dev/?restaurant=wicked-angel-cafe&table=1","55"
"Wilson Cafe","info@wilsoncafe.com.au","","Surry Hills e Darlinghurst","","https://www.wilsoncafe.com.au/","https://gustobolsa-chat.pages.dev/?restaurant=wilson-cafe&table=1","16"
"Winghaus","reservations@hunter-street.com.au","","Centro citta' (CBD)","","https://winghaus.com.au/winghaus-barangaroo/","https://gustobolsa-chat.pages.dev/?restaurant=winghaus&table=1","39"
"Wings & Tins","darlinghurst@wingsandtins.com","Wings Joint","Surry Hills e Darlinghurst","(02) 9356 3423","https://www.wingsandtins.com","https://gustobolsa-chat.pages.dev/?restaurant=wings-tins&table=1","35"
"Wockbar Manly","wockbar@gmail.com","Asian Restaurant","Manly","0468 689 639","https://www.wockbarmanly.com","https://gustobolsa-chat.pages.dev/?restaurant=wockbar-manly&table=1","70"
"Woolpack Hotel","info@woolpack.com.au","","Surry Hills e Darlinghurst","","https://www.woolpack.com.au/","https://gustobolsa-chat.pages.dev/?restaurant=woolpack-hotel&table=1","45"
"Xopp","info@xopp.com.au","Chinese Restaurant","Haymarket e Chinatown","(02) 8030 0000","https://xopp.com.au","https://gustobolsa-chat.pages.dev/?restaurant=xopp&table=1","125"
"Yellow","info@yellowsydney.com.au","Vegan and Vegetarian Restaurant","Potts Point e Kings Cross","(02) 9332 2344","https://www.yellowsydney.com.au","https://gustobolsa-chat.pages.dev/?restaurant=yellow&table=1","11"
"Yok Thai Restaurant","jcdee.manly@gmail.com","Thai Restaurant","Manly","(02) 9976 6488","http://www.yokthai.com.au","https://gustobolsa-chat.pages.dev/?restaurant=yok-thai-restaurant&table=1","9"
"Yulli’s","info@yullis.com.au","","Surry Hills e Darlinghurst","+61 2 9319 6609","https://yullis.com.au","https://gustobolsa-chat.pages.dev/?restaurant=yulli-s&table=1","16"
"Zambrero","oxford@zambrero.com","Mexican Restaurant","Potts Point e Kings Cross","(02) 9315 7308","https://www.zambrero.com.au","https://gustobolsa-chat.pages.dev/?restaurant=zambrero&table=1","39"
"Zebra Lounge","craigrjarman@hotmail.com","australian, brunch","Pyrmont","","https://www.zebralounge.com.au/","https://gustobolsa-chat.pages.dev/?restaurant=zebra-lounge&table=1","33"
"Zia Pina Pizzeria","ziapinatherocks@gmail.com","","Circular Quay e The Rocks","+61 2 9247 2255","https://www.ziapinatherocks.com.au/","https://gustobolsa-chat.pages.dev/?restaurant=zia-pina-pizzeria&table=1","104"
"Zushi","surryhills@zushi.com.au","japanese","Centro citta' (CBD)","","https://zushi.com.au/barangaroo/","https://gustobolsa-chat.pages.dev/?restaurant=zushi&table=1","72"
